,ID,Smiles
Nicotinic acid N-oxide,664,O=C(C(C=CC=1)=CN1=O)O
Serotonin hydrochloride,665,OC1=CC2=C(NC=C2CCN)C=C1.[H]Cl
L-Arginine (hydrochloride),666,N[C@@H](CCCNC(N)=N)C(O)=O.[H]Cl
Dehydrocholic acid,667,C[C@H](CCC(O)=O)[C@H]([C@]12C)CC[C@@]1([H])[C@]3([H])C(C[C@]4([H])CC(CC[C@]4(C)[C@@]3([H])CC2=O)=O)=O
Methylcobalamin,668,NC(C[C@H]1[C@@]2([H])[C@]3(C)[N]4=C([C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)C(C)=C([C@](CC(N)=O)(C)[C@@H]5CCC(N)=O)[N]6=C5C=C(C(C)(C)[C@@H]7CCC(N)=O)[N]8=C7C(C)=C([C@@]1(CCC(NC[C@@H](C)O9)=O)C)[N-]2[Co+3]486([CH3-])[N](C%10=CC(C)=C(C)C=C%11%10)=CN%11[C@@H](O[C@@H]%12CO)[C@@](O)([H])[C@@H]%12OP9([O-])=O)=O
Misoprostol,669,O[C@H](C1)[C@@H]([C@H](C1=O)CCCCCCC(OC)=O)/C=C/CC(C)(O)CCCC
Aztreonam,670,CC(C)(O/N=C(C1=CSC(N)=N1)\C(N[C@H]2[C@H](C)N(S(=O)(O)=O)C2=O)=O)C(O)=O
Ethionamide,671,S=C(C1=CC(CC)=NC=C1)N
6-Methoxy-2-naphthoic acid,672,O=C(C1=CC=C2C=C(OC)C=CC2=C1)O
Xanthotoxol,673,O=C1OC(C(C=C1)=C2)=C(O)C3=C2C=CO3
Urolithin A,674,O=C1C2=CC(O)=CC=C2C3=CC=C(O)C=C3O1
Salicyl alcohol,675,OCC1=CC=CC=C1O
Tramiprosate,676,NCCCS(=O)(O)=O
Rufinamide,677,O=C(C1=CN(CC2=C(F)C=CC=C2F)N=N1)N
3-Indoleacetic acid,678,OC(CC1=CNC2=C1C=CC=C2)=O
Oxytetracycline,679,O=C(C(C1=O)=C(O)[C@@H](N(C)C)[C@]2([H])[C@@H](O)[C@]3([H])[C@](C)(O)C4=C(C(C3=C(O)[C@@]21O)=O)C(O)=CC=C4)N
Nobiletin,680,O=C1C=C(C2=CC=C(OC)C(OC)=C2)OC3=C(OC)C(OC)=C(OC)C(OC)=C13
Dithranol,681,O=C1C2=C(C=CC=C2O)CC3=CC=CC(O)=C13
Ethylparaben,682,O=C(OCC)C1=CC=C(O)C=C1
Myricetin,683,OC1=CC(O)=C(C(C(O)=C(C2=CC(O)=C(O)C(O)=C2)O3)=O)C3=C1
i-Inositol,684,O[C@H]1[C@H]([C@H]([C@@H]([C@H]([C@@H]1O)O)O)O)O
Benzyl alcohol,685,OCC1=CC=CC=C1
Citric acid,686,OC(CC(CC(O)=O)(C(O)=O)O)=O
Dihydrotanshinone I,687,O=C(C1=C2C=CC3=C1C=CC=C3C)C(C4=C2OC[C@@H]4C)=O
Tubeimoside I,688,O=C(O[C@H](OCC(O)[C@H]1O)[C@@H]1OC(OC(C)C(OC(CC(O)(CC(O[C@@H]2[C@H]3O)=O)C)=O)C4OC(OCC(O)C5O)C5O)C4O)C6(CCC(C)(C)C7)C7C8=CCC9C(C)(CCC%10C9(CC(O)C(OC(OC(CO)C(O)C%11O)C%11O[C@H](OC2)[C@@H]3O)C%10(C)CO)C)C8(C)CC6
5-Fluorouracil,689,O=C(N1)NC=C(F)C1=O
Nanofin,690,CC1CCCC(C)N1
Protocatechuic acid,691,O=C(O)C1=CC=C(O)C(O)=C1
1-Deoxynojirimycin,692,O[C@@H]1[C@@H](CO)NC[C@H](O)[C@H]1O
Rifaximin,693,O=C1C2=C(O[C@@]1(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@@H](O)[C@@H](C)/C=C/C=C(C)\C3=O)C)O)C)OC(C)=O)C)OC)C)C(C)=C(O)C4=C2C5=C(C(N3)=C4O)N6C(C=C(C)C=C6)=N5
Brevianamide F,694,O=C(N[C@H]1CC2=CNC3=C2C=CC=C3)[C@@](CCC4)([H])N4C1=O
Anisomycin,695,O[C@@H]1[C@@H](OC(C)=O)[C@@H](CC2=CC=C(OC)C=C2)NC1
D-Glutamine,696,N[C@H](CCC(N)=O)C(O)=O
Nordihydroguaiaretic acid,697,CC(CC1=CC=C(O)C(O)=C1)C(C)CC2=CC=C(O)C(O)=C2
Oroxylin A,698,O=C1C=C(C2=CC=CC=C2)OC3=CC(O)=C(OC)C(O)=C13
Eugenol,699,OC1=CC=C(CC=C)C=C1OC
Rutaecarpine,700,O=C1N2C(C(NC3=C4C=CC=C3)=C4CC2)=NC5=C1C=CC=C5
Tiopronin,701,O=C(O)CNC(C(S)C)=O
2'-Deoxyguanosine,702,OC[C@@H]1[C@H](C[C@H](N2C=NC3=C2N=C(N)NC3=O)O1)O
Dictamine,703,COC1=C2C(OC=C2)=NC3=CC=CC=C13
(-)-Borneol,704,C[C@@]1(C2(C)C)CC[C@H]2C[C@H]1O
DL-Panthenol,705,O=C(NCCCO)C(O)C(C)(C)CO
Castanospermine,706,O[C@@H]1[C@@H](O)[C@H](O)[C@]([C@@H](O)CC2)([H])N2C1
6-Acetamidohexanoic acid,707,O=C(O)CCCCCNC(C)=O
Trichostatin A,708,CN(C1=CC=C(C=C1)C([C@@H](/C=C(/C=C/C(NO)=O)C)C)=O)C
Atractylenolide II,709,O=C1C(C)=C(C[C@@]23[H])[C@@](C[C@@]3(C)CCCC2=C)([H])O1
Piceatannol,710,OC1=CC=C(/C=C/C2=CC(O)=CC(O)=C2)C=C1O
Octopamine (hydrochloride),711,OC(C1=CC=C(O)C=C1)CN.Cl
3'-Methoxyflavonol,712,O=C1C(O)=C(C2=CC=CC(OC)=C2)OC3=CC=CC=C13
Caffeic acid phenethyl ester,713,O=C(OCCC1=CC=CC=C1)/C=C/C2=CC=C(O)C(O)=C2
Ligustrazine (hydrochloride),714,C1(C)=NC(C)=C(C)N=C1C.C
Stachydrine,715,C[N+]1(C)[C@H](C([O-])=O)CCC1
Pemetrexed,716,O=C1NC(N)=NC2=C1C(CCC3=CC=C(C(N[C@H](C(O)=O)CCC(O)=O)=O)C=C3)=CN2
Methyl protodioscin,717,C[C@@]1([C@]([C@@H]2C)([H])[C@](O[C@]2(OC)CC[C@@H](C)CO[C@@H]([C@@H]([C@@H](O)[C@@H]3O)O)O[C@@H]3CO)([H])C4)[C@]4([H])[C@@](CC=C5[C@@]6(CC[C@H](O[C@@](O[C@H](CO)[C@@H](O[C@@](O[C@@H](C)[C@H](O)[C@H]7O)([H])[C@@H]7O)[C@@H]8O)([H])[C@@H]8O[C@@](O[C@@H](C)[C@H](O)[C@H]9O)([H])[C@@H]9O)C5)C)([H])[C@]6([H])CC1
10-Undecenoic acid,718,C=CCCCCCCCCC(O)=O
Kinetin,719,C12=NC=NC(NCC3=CC=CO3)=C1N=CN2
"6,2'-Dihydroxyflavone",720,O=C1C=C(C2=CC=CC=C2O)OC3=CC=C(O)C=C13
N6-Methyladenosine,721,CNC1=C(N=CN2[C@H]3[C@H](O)[C@H](O)[C@@H](CO)O3)C2=NC=N1
Lipoamide,722,O=C(N)CCCCC1SSCC1
p-Coumaric acid,723,O=C(O)/C=C/C1=CC=C(O)C=C1
Anidulafungin,724,OC1CC(N2C1)C(NC(C(O)C(O)C3=CC=C(O)C=C3)C(NC(C(C)O)C(N4C(C(O)C(C)C4)C(NC(O)C(O)CC(NC(C5=CC=C(C6=CC=C(C7=CC=C(OCCCCC)C=C7)C=C6)C=C5)=O)C(NC(C(O)C)C2=O)=O)=O)=O)=O)=O
"2,5-Furandicarboxylic acid",725,OC(=O)c1ccc(o1)C(=O)O
Resveratrol,726,OC1=CC=C(/C=C/C2=CC(O)=CC(O)=C2)C=C1
Isoliquiritigenin,727,O=C(C1=CC=C(O)C=C1O)/C=C/C2=CC=C(O)C=C2
Glycitein,728,O=C(C(C1=CC=C(O)C=C1)=CO2)C3=C2C=C(O)C(OC)=C3
Acefylline,729,O=C(O)CN1C=NC(N(C)C(N2C)=O)=C1C2=O
Coumarin,730,O=C1C=CC2=CC=CC=C2O1
Bronopol,731,OCC([N+]([O-])=O)(Br)CO
Nithiamide,732,CC(NC1=NC=C([N+]([O-])=O)S1)=O
4-Butylresorcinol,733,CCCCC1=C(C=C(O)C=C1)O
Vortioxetine,734,CC1=CC=C(SC2=CC=CC=C2N3CCNCC3)C(C)=C1
O-Acetylserine,735,N[C@@H](COC(C)=O)C(O)=O
4-Acetamidobutanoic acid,736,O=C(O)CCCNC(C)=O
Nitroxoline,737,OC1=C2N=CC=CC2=C([N+]([O-])=O)C=C1
Coixol,738,O=C1OC2=CC(OC)=CC=C2N1
Menadione,739,O=C1C(C)=CC(C2=C1C=CC=C2)=O
Allopregnanolone,740,O=C(C)[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C
Cantharidin,741,O=C1OC([C@]2(C)[C@@](O3)([H])CC[C@@]3([H])[C@@]21C)=O
Tizoxanide,742,O=C(NC1=NC=C([N+]([O-])=O)S1)C2=CC=CC=C2O
Acyclovir,743,O=C1NC(N)=NC2=C1N=CN2COCCO
Nitrofurantoin,744,O=C1NC(CN1/N=C/C2=CC=C([N+]([O-])=O)O2)=O
Deoxyarbutin,745,OC1=CC=C(OC2CCCCO2)C=C1
Vinorelbine (ditartrate),746,CC[C@@]1(C=CCN2CC3)[C@@]2([H])[C@@]3(C(C=C([C@@](C4=C5C(C=CC=C6)=C6N4)(CC(C=C(CC)C7)([H])CN7C5)C(OC)=O)C(OC)=C8)=C8N9C)[C@]9([H])[C@](C(OC)=O)(O)[C@@H]1OC(C)=O.O=C(O)[C@H](O)[C@@H](O)C(O)=O.O=C(O)[C@H](O)[C@@H](O)C(O)=O
Dihydroergotoxine (mesylate),747,CN1C[C@H](C(N[C@@]2(C)C(N([C@@H](CC(C)C)C(N3[C@@]4([H])CCC3)=O)[C@@]4(O)O2)=O)=O)CC([C@@]1([H])C5)C6=CC=CC7=C6C5=CN7.CN8C[C@H](C(N[C@@]9(C)C(N([C@@H](C(C)C)C(N%10[C@@]%11([H])CCC%10)=O)[C@@]%11(O)O9)=O)=O)CC([C@@]8([H])C%12)C%13=CC=CC%14=C%13C%12=CN%14.CN%15C[C@H](C(N[C@@]%16(C)C(N([C@@H]([C@H](CC)C)C(N%17[C@@]%18([H])CCC%17)=O)[C@@]%18(O)O%16)=O)=O)CC([C@@]%15([H])C%19)C%20=CC=CC%21=C%20C%19=CN%21.CN%22C[C@H](C(N[C@@]%23(C)C(N([C@@H](CC%24=CC=CC=C%24)C(N%25[C@@]%26([H])CCC%25)=O)[C@@]%26(O)O%23)=O)=O)CC([C@@]%22([H])C%27)C%28=CC=CC%29=C%28C%27=CN%29.CS(O)(=O)=O
6-Methylflavone,748,O=C1C=C(C2=CC=CC=C2)OC3=CC=C(C)C=C13
Adenosine,749,NC1=C2C(N([C@H]3[C@H](O)[C@H](O)[C@@H](CO)O3)C=N2)=NC=N1
Sulfamonomethoxine,750,O=S(C1=CC=C(N)C=C1)(NC2=NC=NC(OC)=C2)=O
Ethyl gallate,751,O=C(OCC)C1=CC(O)=C(O)C(O)=C1
Tetrahydrobiopterin,752,O=C1C2=C(NC(N)=N1)NCC(C(O)C(O)C)N2
Atropine (sulfate monohydrate),753,OS(O)(=O)=O.O=C(C(C1=CC=CC=C1)CO)O[C@H]2C[C@@H](CC3)N(C)[C@@H]3C2.[0.5]
Resorcinol,754,OC1=CC=CC(O)=C1
α-L-Rhamnose monohydrate,755,O[C@@H]([C@@H](O[C@H]1O)C)[C@H]([C@H]1O)O.O
Florfenicol,756,O=C(N[C@H](CF)[C@H](O)C1=CC=C(S(=O)(C)=O)C=C1)C(Cl)Cl
Naringin,757,O=C1C[C@@H](C2=CC=C(O)C=C2)OC3=CC(O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O[C@@]5([H])[C@@H]([C@@H]([C@H]([C@H](C)O5)O)O)O)=CC(O)=C13
Mangiferin,758,O[C@@H]([C@H](O)[C@@H](CO)O1)[C@@H](O)[C@@H]1C2=C(O)C3=C(C=C2O)OC4=CC(O)=C(O)C=C4C3=O
Salsolidine,759,CC1NCCC2=C1C=C(OC)C(OC)=C2
Trans-Anethole,760,COC1=CC=C(/C=C/C)C=C1
Hispidulin,761,O=C1C=C(C2=CC=C(O)C=C2)OC3=CC(O)=C(OC)C(O)=C13
Curcumin,762,O=C(CC(/C=C/C1=CC=C(O)C(OC)=C1)=O)/C=C/C2=CC=C(O)C(OC)=C2
5-Methyluridine,763,OC[C@@H]1[C@H]([C@H]([C@H](N2C(NC(C(C)=C2)=O)=O)O1)O)O
Sulfabenzamide,764,O=C(NS(=O)(C1=CC=C(N)C=C1)=O)C2=CC=CC=C2
Paroxypropione,765,CCC(C1=CC=C(O)C=C1)=O
Robenidine hydrochloride,766,N=C(N/N=C/C1=CC=C(Cl)C=C1)N/N=C/C2=CC=C(Cl)C=C2.[H]Cl
Isovanillin,767,O=CC1=CC=C(OC)C(O)=C1
Ginsenoside Rg1,768,[H][C@]12C(C)(C)[C@@H](O)CC[C@]1(C)[C@]3([H])[C@@]([C@@](CC[C@]4([H])[C@@](CC/C=C(C)/C)(C)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)(C)[C@]4([H])[C@H](O)C3)(C)C[C@@H]2O[C@]6([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O
Costunolide,769,O=C(O[C@@]1([H])[C@@]2([H])CC/C(C)=C/CC/C(C)=C/1)C2=C
alpha-Mangostin,770,O=C1C2=C(OC3=C1C(C/C=C(C)\C)=C(OC)C(O)=C3)C=C(O)C(C/C=C(C)\C)=C2O
Aminothiazole,771,NC1=NC=CS1
Dimethylcurcumin,772,O=C(/C=C(O)/C=C/C1=CC=C(OC)C(OC)=C1)/C=C/C2=CC=C(OC)C(OC)=C2
Maltose monohydrate,773,O[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)O[C@@H]1CO.O
Pantethine,774,O=C(NCCSSCCNC(CCNC([C@H](O)C(C)(C)CO)=O)=O)CCNC([C@H](O)C(C)(C)CO)=O
2-Hydroxyphenylacetic acid,775,C1=CC=CC(=C1CC(O)=O)O
2'-Hydroxy-4'-methylacetophenone,776,CC(C1=CC=C(C)C=C1O)=O
Synephrine (hydrochloride),777,OC(C1=CC=C(O)C=C1)CNC.Cl
"1,3-Dicaffeoylquinic acid",778,O=C([C@@]1(OC(/C=C/C2=CC=C(O)C(O)=C2)=O)C[C@@H](OC(/C=C/C3=CC=C(O)C(O)=C3)=O)[C@H](O)[C@H](O)C1)O
Butylparaben,779,O=C(OCCCC)C1=CC=C(O)C=C1
Icariin,780,O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](OC2=C(C/C=C(C)/C)C(OC(C3=CC=C(OC)C=C3)=C(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C5=O)=C5C(O)=C2)[C@@H]1O
Honokiol,781,OC1=C(CC=C)C=C(C2=CC(CC=C)=CC=C2O)C=C1
Danshensu,782,OC1=C(O)C=CC(C[C@@H](O)C(O)=O)=C1
Resibufogenin,783,C[C@]([C@@H](C(C=C1)=COC1=O)C2)(CC[C@@]3([H])[C@@]4([H])CC[C@@]5([H])[C@@]3(CC[C@H](O)C5)C)[C@@]64[C@@H]2O6
Genipin,784,O=C(C1=CO[C@@H](O)[C@@]2([H])[C@]1([H])CC=C2CO)OC
2-(4-Methoxyphenyl)acetic acid,785,COc1ccc(cc1)CC(=O)O
Pyrrole-2-carboxylic acid,786,OC(C1=CC=CN1)=O
2-Hydroxy-4-methoxybenzoic acid,787,O=C(O)C1=C(O)C=C(OC)C=C1
2-Methylsuccinic acid,788,O=C(O)C(C)CC(O)=O
Digoxigenin,789,O=C1OCC([C@H]2CC[C@]3(O)[C@]4([H])CC[C@]5([H])C[C@@H](O)CC[C@]5(C)[C@@]4([H])C[C@@H](O)[C@]23C)=C1
Indirubin,790,O=C1NC2=C(C=CC=C2)/C1=C3NC4=C(C=CC=C4)C\3=O
Ginsenoside Rh2,791,C[C@]([C@@](C[C@H]1O)([H])[C@]2(CC[C@@H]3O[C@]([C@@H]([C@@H](O)[C@@H]4O)O)([H])O[C@@H]4CO)C)(CC[C@@]2([H])C3(C)C)[C@]5([C@@]1([H])[C@]([C@@](C)(O)CC/C=C(C)/C)([H])CC5)C
Schisandrin A,792,C[C@H]1CC2=CC(OC)=C(OC)C(OC)=C2C3=C(OC)C(OC)=C(OC)C=C3C[C@H]1C
Furosemide,793,O=C(O)C1=CC(S(=O)(N)=O)=C(Cl)C=C1NCC2=CC=CO2
Artesunate,794,O=C(O[C@H]1[C@H](C)[C@]2([H])CC[C@@H](C)[C@]3([H])CC[C@@](O4)(C)OO[C@]32[C@]4([H])O1)CCC(O)=O
Brefeldin A,795,O[C@@H]1C[C@]2([H])[C@@](/C=C/CCC[C@H](C)OC(/C=C/[C@H]2O)=O)([H])C1
TBHQ,796,OC1=CC=C(O)C=C1C(C)(C)C
Moxidectin,797,C/C([C@H]([C@H](/C1=N/OC)C)O[C@]2(C1)C[C@](OC([C@@](C=C(C)[C@@H](O)[C@@]3([H])OC/C4=C\C=C\[C@H](C)C5)([H])[C@@]34O)=O)([H])C[C@](C/C=C5\C)([H])O2)=C\C(C)C
Geniposide,798,O[C@@H]1[C@@H](CO)O[C@@H](O[C@H]2[C@@]3([H])[C@@](CC=C3CO)([H])C(C(OC)=O)=CO2)[C@H](O)[C@H]1O
Phillygenin,799,OC1=CC=C([C@H]2OC[C@@]3([H])[C@]2([H])CO[C@H]3C4=CC=C(OC)C(OC)=C4)C=C1OC
6-Methylcoumarin,800,O=C1C=CC2=CC(C)=CC=C2O1
7beta-Hydroxylathyrol,801,C[C@H]1C[C@@](C(/C(C)=C\[C@@H](C2(C)C)[C@@H]2C[C@@H](O)C([C@@H]3O)=C)=O)(O)[C@]3([H])[C@H]1O
Glycochenodeoxycholic acid,802,C[C@@]12[C@](CC[C@]2([H])[C@H](C)CCC(NCC(O)=O)=O)([H])[C@@]3([H])[C@]([C@@]4([C@](C[C@H](O)CC4)([H])C[C@H]3O)C)([H])CC1
Bestatin,803,CC(C)C[C@@H](C(O)=O)NC([C@@H](O)[C@H](N)CC1=CC=CC=C1)=O
Broxyquinoline,804,OC1=C2N=CC=CC2=C(Br)C=C1Br
(+)-Sparteine,805,[H][C@]12CCCCN1C[C@H]3C[C@@H]2CN4CCCC[C@@]34[H]
Emetine (dihydrochloride),806,CC[C@@H]1[C@H](C[C@@]2([H])C3=CC(OC)=C(OC)C=C3CCN2C1)C[C@]4([H])C5=CC(OC)=C(OC)C=C5CCN4.[H]Cl.[H]Cl
3-Aminopropionitrile fumarate (2:1),807,NCCC#N.OC(/C=C/C(O)=O)=O.NCCC#N
Rubitecan,808,O=C1[C@](O)(CC)C2=C(CO1)C(N3CC4=CC5=C([N+]([O-])=O)C=CC=C5N=C4C3=C2)=O
Ibotenic acid,809,O=C(O)C(N)C(ON1)=CC1=O
Pimelic acid,810,O=C(O)CCCCCC(O)=O
Vanillyl alcohol,811,OCC1=CC=C(O)C(OC)=C1
Hederacoside C,812,O[C@H]1[C@]([H])(O[C@@H]2[C@@H](O)[C@@H](O)CO[C@]2(O[C@@H]3[C@@](C)(CO)[C@@](CC[C@]4(C)[C@]5([H])CC=C6[C@@]4(C)CC[C@]7(C(O[C@@H]8O[C@H](CO[C@H]9[C@H](O)[C@@H](O)[C@H](O[C@@]%10([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O%10)[C@@H](CO)O9)[C@@H](O)[C@H](O)[C@H]8O)=O)[C@@]6([H])CC(C)(C)CC7)([H])[C@]5(C)CC3)[H])O[C@@H](C)[C@H](O)[C@H]1O
Moxalactam (sodium salt),813,O=C(C(N12)=C(CSC3=NN=NN3C)CO[C@]2([H])[C@](OC)(NC([C@H](C([O-])=O)C4=CC=C(O)C=C4)=O)C1=O)[O-].[Na+].[Na+]
Pipemidic acid,814,O=C(C1=CN(CC)C2=NC(N3CCNCC3)=NC=C2C1=O)O
(-)-Aspartic acid,815,N[C@@H](C(O)=O)CC(O)=O
Ranolazine,816,O=C(NC1=C(C)C=CC=C1C)CN2CCN(CC(O)COC3=CC=CC=C3OC)CC2
Kainic acid,817,O=C(O)C[C@@H]1[C@@H](C(O)=O)NC[C@@H]1C(C)=C
(-)-Epigallocatechin,818,O[C@H]1[C@@H](C2=CC(O)=C(O)C(O)=C2)OC3=CC(O)=CC(O)=C3C1
Oleic acid,819,CCCCCCCC/C=C\CCCCCCCC(O)=O
Oridonin,820,O[C@@H]1[C@]2(CO3)[C@@]([C@H](O)[C@]3(O)[C@]45[C@@]2([H])CC[C@](C(C5=O)=C)([H])[C@@]4([H])O)([H])C(C)(C)CC1
Bilirubin,821,CC(C(N/1)=O)=C(C=C)C1=C\C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C\4C)=O)N3)N2
p-Synephrine,822,OC1=CC=C([C@@H](O)CNC)C=C1
3-Hydroxyhippuric acid,823,O=C(O)CNC(C1=CC=CC(O)=C1)=O
Triptolide,824,C[C@@]12[C@@]34[C@](O5)([C@@H]([C@](O6)(C(C)C)[C@@H]6[C@@H]3O4)O)[C@@H]5C[C@@]1([H])C7=C(C(OC7)=O)CC2
Asymmetric dimethylarginine,825,CN(C)C(NCCC[C@H](N)C(O)=O)=N
Levofloxacin (hydrate),826,O=C(C(C1=O)=CN2[C@@H](C)COC3=C(N4CCN(C)CC4)C(F)=CC1=C23)O.[0.5H2O]
H-Tyr(3-I)-OH,827,O=C(O)[C@@H](N)CC1=CC=C(O)C(I)=C1
Cefepime (Dihydrochloride Monohydrate),828,C[N+]1(CC(CS[C@]2([H])[C@@H]3NC(/C(C4=CSC(N)=N4)=N\OC)=O)=C(C(O)=O)N2C3=O)CCCC1.[Cl-].Cl.O
Tobramycin,829,O[C@@H]([C@@H]1O[C@@]([C@@H](C[C@@H]2O)N)([H])O[C@@H]2CN)[C@H]([C@@H](C[C@@H]1N)N)O[C@@]([C@@H]([C@@H](N)[C@@H]3O)O)([H])O[C@@H]3CO
β-Carotene,830,CC1(C)C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)=C(C)CCC1
Bornyl acetate,831,CC1(C)[C@@]2(C)[C@H](OC(C)=O)C[C@]1([H])CC2
Epoxomicin,832,O=C([C@@H](NC([C@H]([C@@H](C)O)NC([C@@H](NC([C@H]([C@@H](C)CC)N(C)C(C)=O)=O)[C@@H](C)CC)=O)=O)CC(C)C)[C@@]1(C)CO1
3-Methyl-L-histidine,833,O=C(O)[C@@H](N)CC1=CN=CN1C
1-Methyladenosine,834,OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN(C)C3=N)O1)O)O
Adenosine 5'-diphosphate,835,O=P(O)(OP(O)(OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O)=O)O
Quinolinic acid,836,O=C(C1=NC=CC=C1C(O)=O)O
L-Proline,837,O=C(O)[C@H]1NCCC1
Bergenin,838,OC1=C(OC)C(O)=C([C@@]2([H])[C@@](OC3=O)([H])[C@@H](O)[C@H](O)[C@@H](CO)O2)C3=C1
Davercin,839,C[C@]([C@H](OC([C@@H]([C@H]([C@H](C)[C@H]1O[C@@](O[C@H](C)C[C@@H]2N(C)C)([H])[C@@H]2O)O[C@@](O[C@@H](C)[C@@H]3O)([H])C[C@@]3(C)OC)C)=O)CC)(O4)[C@]([C@H](C([C@@H](C[C@]1(O)C)C)=O)C)([H])OC4=O
"(9Z,11E)-Tetradecadien-1-yl acetate",840,CC/C=C/C=C\CCCCCCCCOC(C)=O
DL-3-Phenyllactic acid,841,O=C(O)C(O)CC1=CC=CC=C1
Sofalcone,842,O=C(O)COC1=CC(OC/C=C(C)/C)=CC=C1C(/C=C/C2=CC=C(OC/C=C(C)/C)C=C2)=O
Teprenone,843,CC(CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)\C)=O
N-Ethylmaleimide,844,O=C(C=C1)N(CC)C1=O
Elaidic acid,845,CCCCCCCC/C=C/CCCCCCCC(O)=O
Narciclasine,846,O=C1N[C@@]2([H])[C@H](O)[C@H](O)[C@@H](O)C=C2C3=C1C(O)=C4C(OCO4)=C3
8-Hydroxy-2'-deoxyguanosine,847,NC1=NC(C(NC2=O)=C(N2[C@H]3C[C@H](O)[C@H](O3)CO)N1)=O
Guanethidine (sulfate),848,NC(NCCN1CCCCCCC1)=N.O=S(O)(O)=O
DL-Norvaline,849,CCCC(N)C(O)=O
Helicid,850,O[C@@H]1[C@@H](CO)O[C@@H](OC2=CC=C(C=O)C=C2)[C@H](O)[C@@H]1O
Eicosapentaenoic Acid,851,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O
L-Thyroxine,852,N[C@@H](CC1=CC(I)=C(C(I)=C1)OC2=CC(I)=C(O)C(I)=C2)C(O)=O
Reserpine,853,O=C([C@H]([C@@H](OC)[C@H](OC(C1=CC(OC)=C(OC)C(OC)=C1)=O)C[C@]2([H])CN3CC4)[C@@]2([H])C[C@]3([H])C5=C4C(C=CC(OC)=C6)=C6N5)OC
Sapropterin (dihydrochloride),854,O=C1N=C(N)NC2=C1N[C@@H]([C@@H](O)[C@@H](O)C)CN2.[H]Cl.[H]Cl
Protocatechualdehyde,855,O=CC1=CC=C(O)C(O)=C1
7-Hydroxy-4H-chromen-4-one,856,O=C1C2=CC=C(O)C=C2OC=C1
Terphenyllin,857,OC1=CC=C(C=C1)C2=C(C(O)=C(C(OC)=C2)C3=CC=C(C=C3)O)OC
Salvianolic acid A,858,OC1=CC=C(/C=C/C(O[C@@H](C(O)=O)CC2=CC(O)=C(O)C=C2)=O)C(/C=C/C3=CC(O)=C(O)C=C3)=C1O
Cotinine,859,O=C1N(C)[C@H](C2=CC=CN=C2)CC1
Ceftazidime,860,O=C1[C@@H](NC(/C(C2=CSC(N)=N2)=N\OC(C)(C(O)=O)C)=O)[C@@]3([H])SCC(C[N+]4=CC=CC=C4)=C(C([O-])=O)N13
Iberin,861,O=S(CCCN=C=S)C
D-(+)-Trehalose,862,O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O
Schisantherin A,863,O[C@]([C@@H](C)C1)(C)[C@@H](OC(C2=CC=CC=C2)=O)C3=CC(OC)=C(OC)C(OC)=C3C4=C1C=C5OCOC5=C4OC
Ac-Arg-OH,864,O=C(N[C@@H](CCCNC(N)=N)C(O)=O)C
Kynurenic acid,865,O=C(C1=NC2=CC=CC=C2C(O)=C1)O
Methyl gallate,866,O=C(OC)C1=CC(O)=C(O)C(O)=C1
Asiaticoside,867,C[C@@H]1CC[C@@]2(C(O[C@@H]3O[C@H](CO[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@@]5([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O5)[C@@H](CO)O4)[C@@H](O)[C@H](O)[C@H]3O)=O)[C@@](C6=CC[C@@]([C@](C[C@@H](O)[C@H](O)[C@]7(CO)C)(C)[C@@]7([H])CC8)([H])[C@]8(C)[C@]6(C)CC2)([H])[C@H]1C
"4,6-Dioxoheptanoic acid",868,CC(=O)CC(=O)CCC(O)=O
